title,price,location,Registration Year,Insurance,Fuel Type,Kms Driven,RTO,Ownership
2024 Renault Kiger RXT AMT Opt,₹9.15 Lakh,Chennai,2024,Expired,Petrol,"10,000 Kms",Chennai,First Owner
2010 Mercedes-Benz E-Class E250 CDI Classic,₹15 Lakh,"Kottivakkam, Chennai",Jan 2010,Comprehensive,Diesel,"70,000 Kms",Chennai,First Owner
2017 Renault KWID Climber 1.0 MT,₹3.54 Lakh,"Vadapalani, Chennai",Nov 2017,Comprehensive,Petrol,"55,966 Kms",Poonamallee,Second Owner
2023 Tata Altroz XTA DCT,₹8.24 Lakh,"Vadapalani, Chennai",Jun 2023,Comprehensive,Petrol,"12,360 Kms",Chennai,First Owner
2018 Toyota Etios 1.4 GXD,₹6.50 Lakh,Chennai,2018,Expired,Diesel,"1,60,000 Kms",Chennai,First Owner
2015 Honda Jazz 1.2 V i VTEC,₹3.90 Lakh,"Koyambedu, Chennai",Dec 2015,Expired,Petrol,"1,32,000 Kms",Chennai,Second Owner
2012 Hyundai Verna 1.6 SX CRDi (O),₹4.25 Lakh,Chennai,2012,Expired,Diesel,"80,000 Kms",Chennai,Second Owner
2023 Tata Nexon XZ Plus LUXS Diesel,₹10.88 Lakh,"Vadapalani, Chennai",Jul 2023,Comprehensive,Diesel,"5,309 Kms",Chennai,First Owner
2024 Audi A4 Premium,₹33 Lakh,"Paltra, Gurgaon",,Expired,Petrol,"5,500 Kms",,
2017 Honda City V CVT,₹7.51 Lakh,"Vadapalani, Chennai",Sept 2017,Comprehensive,Petrol,"37,119 Kms",Chennai,First Owner
2016 Ford Ecosport 1.5 TDCi Titanium BSIV,₹4.85 Lakh,"Vadapalani, Chennai",Jun 2016,Comprehensive,Diesel,"1,39,028 Kms",Chennai,Second Owner
2021 Skoda Kushaq 1.0 TSI Style BSVI,₹12.75 Lakh,"Medavakkam, Chennai",Nov 2021,Comprehensive,Petrol,"17,000 Kms",Chennai,First Owner
2020 Tata Nexon 1.2 Revotron XZ Plus,₹6.88 Lakh,"Ganapathipuram, Chennai",Mar 2020,Third Party,Petrol,"51,275 Kms",Chennai,Second Owner
2017 Honda City i DTec E,₹9.35 Lakh,"Chromepet, Chennai",Mar 2019,Expired,Diesel,"70,459 Kms",Chennai,First Owner
2019 Porsche Macan 2L,₹60 Lakh,"Kottivakkam, Chennai",Mar 2019,Comprehensive,Petrol,"75,001 Kms",red hills,First Owner
2015 Hyundai Xcent 1.2 Kappa SX Option,₹3.82 Lakh,"Thiruverkadu, Chennai",Aug 2015,Comprehensive,Petrol,"75,427 Kms",Chennai,Second Owner
2014 Mercedes-Benz M-Class ML 250 CDI,₹23.90 Lakh,"Peelamedu, Coimbatore",Jun 2014,Comprehensive,Diesel,"64,253 Kms",Melur,First Owner
2022 Hyundai Creta SX Opt Diesel AT,₹17.75 Lakh,"Thygaraya Nagar, Chennai",Nov 2022,Comprehensive,Diesel,"23,000 Kms",Chennai,First Owner
2021 Maruti S-Presso VXI 2019-2022,₹4.50 Lakh,"Chromepet, Chennai",Jan 2021,Comprehensive,Petrol,"43,308 Kms",Ranipet,First Owner
2020 Maruti Swift AMT ZXI,₹6.62 Lakh,"Vadapalani, Chennai",Aug 2020,Comprehensive,Petrol,"26,912 Kms",Chennai,Second Owner
2018 Jaguar F-Pace Pure 2.0 AWD,₹35 Lakh,"Ashoknagar, Chennai",Dec 2018,Comprehensive,Diesel,"71,000 Kms",Poonamallee,First Owner
2017 Audi A3 35 TDI Premium Plus,₹15.90 Lakh,"Thygaraya Nagar, Chennai",Sept 2017,Expired,Diesel,"38,000 Kms",Gurgaon,First Owner
2023 BMW 3 Series Gran Limousine 330Li M Sport BSVI,₹49.90 Lakh,"Medavakkam, Chennai",Oct 2023,Comprehensive,Petrol,"37,812 Kms",Melur,First Owner
2021 MG Hector Plus Sharp CVT,₹14.56 Lakh,"Vadapalani, Chennai",Feb 2021,Comprehensive,Petrol,"76,666 Kms",Chennai,First Owner
2016 Tata Tiago 1.2 Revotron XE,₹3.50 Lakh,Chennai,2016,Expired,Petrol,"60,000 Kms",Chennai,Second Owner
2020 Maruti Swift AMT ZXI,₹6.45 Lakh,"Medavakkam, Chennai",Dec 2020,Comprehensive,Petrol,"40,000 Kms",Chengalpattu,First Owner
2012 Ford Fiesta Petrol Titanium,₹3.12 Lakh,"Vadapalani, Chennai",Apr 2012,Comprehensive,Petrol,"1,05,823 Kms",Chennai,Second Owner
2022 Mercedes-Benz AMG A 35 4MATIC BSVI,₹46.90 Lakh,"Medavakkam, Chennai",Apr 2022,Expired,Petrol,"14,950 Kms",HR98,First Owner
2019 Tata Nexon XZA Plus (O) AMT Diesel,₹6.85 Lakh,"Vadapalani, Chennai",Jun 2019,Comprehensive,Diesel,"98,741 Kms",Chennai,Second Owner
2020 Hyundai Creta 1.6 VTVT S,₹11.50 Lakh,"Thygaraya Nagar, Chennai",May 2020,Comprehensive,Petrol,"25,000 Kms",Chennai,First Owner
2012 Honda Brio S MT,₹3.25 Lakh,"Chromepet, Chennai",Jun 2012,Comprehensive,Petrol,"26,000 Kms",Chennai,First Owner
2019 Tata Nexon 1.5 Revotorq XMA,₹6.50 Lakh,"Kovilambakkam, Chennai",Mar 2019,Comprehensive,Diesel,"1,53,000 Kms",Chennai,First Owner
2017 Volvo XC 90 D5 Momentum,₹41.50 Lakh,"Thygaraya Nagar, Chennai",Aug 2017,Comprehensive,Diesel,"47,000 Kms",Chennai,Second Owner
2024 Renault Triber RXZ Dual Tone,₹9.80 Lakh,Chennai,2024,Expired,Petrol,"10,000 Kms",Chennai,First Owner
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹5.20 Lakh,"Vadapalani, Chennai",Apr 2018,Comprehensive,Petrol,"35,491 Kms",Chennai,First Owner
2014 Honda Amaze VX i-VTEC,₹4.11 Lakh,"Vadapalani, Chennai",Jul 2014,Comprehensive,Petrol,"89,665 Kms",Chennai,First Owner
2014 Hyundai Grand i10 Sportz,₹3.68 Lakh,"Vadapalani, Chennai",Aug 2014,Expired,Petrol,"46,214 Kms",Chennai,First Owner
2015 Honda Jazz 1.2 S i VTEC,₹4.90 Lakh,"Kovilambakkam, Chennai",Jul 2015,Comprehensive,Petrol,"59,000 Kms",Chennai,Second Owner
2021 Renault Kiger RXT AMT,₹5 Lakh,Chennai,2021,Expired,Petrol,"50,000 Kms",Nagercoil,Second Owner
2021 Hyundai Creta SX BSVI,₹10.40 Lakh,"Thiruverkadu, Chennai",Jan 2021,Zero Dep,Petrol,"83,110 Kms",Chennai,Second Owner
2022 Maruti S-Presso VXI,₹4.38 Lakh,"Vadapalani, Chennai",Aug 2022,Comprehensive,Petrol,"43,021 Kms",Cuddalore,First Owner
2020 Kia Seltos HTX IVT G,₹10.50 Lakh,Chennai,2020,Expired,Petrol,"40,000 Kms",Chennai,Second Owner
2009 Hyundai i10 Magna 1.2,₹1.75 Lakh,Chennai,2009,Expired,Petrol,"40,000 Kms",Chennai,Third Owner
2016 Volkswagen Polo Cup Edition Comfortline,₹4.63 Lakh,"Vadapalani, Chennai",Mar 2016,Comprehensive,Petrol,"92,005 Kms",Kanchipuram,First Owner
2023 Hyundai Venue SX Opt Diesel BSVI,₹12.90 Lakh,"Medavakkam, Chennai",Feb 2023,Comprehensive,Diesel,"42,000 Kms",Chennai,First Owner
2019 Hyundai i20 Asta Option Diesel,₹6.84 Lakh,"Ganapathipuram, Chennai",Jul 2019,Comprehensive,Diesel,"86,687 Kms",Chennai,First Owner
2010 Maruti Swift Dzire VXi,₹2.50 Lakh,Chennai,2010,Expired,Petrol,"80,000 Kms",Chennai,Third Owner
2019 Volkswagen Vento 1.2 TSI Highline Plus AT,₹7.98 Lakh,"Ganapathipuram, Chennai",Dec 2019,Comprehensive,Petrol,"43,955 Kms",Chennai,Second Owner
2021 Volkswagen Taigun 1.0 TSI Highline BSVI,₹9.54 Lakh,"Anna Nagar West Extension, Chennai",Dec 2021,Zero Dep,Petrol,"23,922 Kms",Chennai,First Owner
2017 Hyundai Grand i10 1.2 Kappa Asta,₹4.69 Lakh,"Chromepet, Chennai",May 2017,Expired,Petrol,"29,966 Kms",Chennai,First Owner
2014 Honda Brio S MT,₹3.20 Lakh,"Kovilambakkam, Chennai",Jul 2017,Comprehensive,Petrol,"75,091 Kms",Chennai,First Owner
2022 Tata Punch Adventure BSVI,₹5.45 Lakh,"Ganapathipuram, Chennai",Jun 2022,Comprehensive,Petrol,"32,148 Kms",TN97,Second Owner
2019 Volkswagen Vento 1.6 Highline BSIV,₹9.50 Lakh,"Anna Nagar West Extension, Chennai",2019,Expired,Petrol,"30,000 Kms",,First Owner
2016 Maruti Wagon R Stingray VXI,₹3.98 Lakh,"Airport, Chennai",Jul 2016,Comprehensive,Petrol,"31,690 Kms",Chennai,First Owner
2017 Renault KWID RXT,₹2.97 Lakh,"Chromepet, Chennai",Sept 2017,Comprehensive,Petrol,"86,095 Kms",Virudhunagar,Second Owner
2018 Toyota Innova Crysta 2.8 GX AT BSIV,₹18.50 Lakh,"Thygaraya Nagar, Chennai",Nov 2018,Comprehensive,Diesel,"1,00,000 Kms",Chennai,First Owner
2014 Volkswagen Vento Diesel Comfortline,₹4.50 Lakh,Chennai,2014,Expired,Diesel,"80,000 Kms",Chennai,Second Owner
2022 Toyota Urban cruiser Premium,₹9.25 Lakh,"Ganapathipuram, Chennai",Mar 2022,Comprehensive,Petrol,"48,037 Kms",Gudalur,First Owner
2017 Hyundai i20 Active 1.2 SX,₹5.95 Lakh,"Vadapalani, Chennai",Feb 2017,Comprehensive,Petrol,"78,043 Kms",Chennai,First Owner
2017 Maruti Alto K10 VXI,₹3.11 Lakh,"Vadapalani, Chennai",Apr 2017,Comprehensive,Petrol,"64,457 Kms",Melur,First Owner
2020 Maruti Swift VXI,₹6 Lakh,"Anna Nagar, Chennai",Feb 2021,Comprehensive,Petrol,"58,304 Kms",Poonamallee,First Owner
2016 Hyundai Creta 1.6 VTVT Base,₹5.25 Lakh,Chennai,2016,Expired,Petrol,"1,00,000 Kms",Chennai,Second Owner
2022 Hyundai Alcazar 1.5 Signature (O) 7-Seater Diesel AT,₹18.90 Lakh,"Thygaraya Nagar, Chennai",May 2022,Comprehensive,Diesel,"25,900 Kms",Tiruppur,Second Owner
2021 Tata Tiago XZA AMT,₹5.90 Lakh,"Medavakkam, Chennai",Feb 2021,Comprehensive,Petrol,"72,000 Kms",Chennai,First Owner
2015 Maruti Swift VXI,₹4.75 Lakh,"Ganapathipuram, Chennai",Dec 2015,Expired,Petrol,"63,939 Kms",Chennai,First Owner
2012 Maruti Ertiga VDI,₹5 Lakh,Chennai,2012,Expired,Diesel,"1,60,000 Kms",Chennai,Third Owner
2023 Audi Q5 Technology,₹49.50 Lakh,"Medavakkam, Chennai",Mar 2023,Expired,Petrol,"21,000 Kms",HR98,First Owner
2014 Maruti Wagon R VXI,₹3.60 Lakh,"Meenambakkam, Chennai",Jul 2014,Comprehensive,Petrol,"46,346 Kms",Chennai,First Owner
2016 Renault KWID RXT,₹2.58 Lakh,"Vadapalani, Chennai",Mar 2016,Comprehensive,Petrol,"62,838 Kms",Chennai,Third Owner
2018 Honda City i-VTEC SV,₹6.30 Lakh,"Vadapalani, Chennai",Jan 2019,Zero Dep,Petrol,"78,691 Kms",Chennai,First Owner
2018 Mini Cooper Countryman Cooper S JCW Inspired,₹36 Lakh,"Thygaraya Nagar, Chennai",Dec 2018,Comprehensive,Petrol,"35,000 Kms",Chennai,First Owner
2017 Maruti Baleno 1.2 CVT Zeta,₹5.28 Lakh,"Vadapalani, Chennai",Sept 2017,Comprehensive,Petrol,"85,876 Kms",Poonamallee,First Owner
2021 Mercedes-Benz E-Class Exclusive E 220d,₹62 Lakh,"Thygaraya Nagar, Chennai",Apr 2021,Comprehensive,Diesel,"7,000 Kms",Chennai,First Owner
2022 Hyundai Grand i10 Nios AMT Sportz CRDi,₹6.29 Lakh,"Vadapalani, Chennai",Apr 2022,Comprehensive,Diesel,"99,830 Kms",Chennai,First Owner
2020 Kia Seltos Anniversary Edition IVT,₹12.35 Lakh,"Airport, Chennai",Nov 2020,Comprehensive,Petrol,"30,233 Kms",Poonamallee,First Owner
2020 Hyundai Creta SX Opt Diesel,₹14.46 Lakh,"Vadapalani, Chennai",Jun 2020,Comprehensive,Diesel,"45,160 Kms",Chennai,First Owner
2020 Honda City V CVT,₹9.50 Lakh,"Chromepet, Chennai",Dec 2020,Comprehensive,Petrol,"52,400 Kms",Chennai,First Owner
2023 Toyota Innova Hycross ZX(O) Hybrid,₹37.50 Lakh,"Thygaraya Nagar, Chennai",Jan 2024,Comprehensive,Petrol,"10,000 Kms",Chennai,First Owner
2016 Maruti Alto 800 VXI,₹2.90 Lakh,"Koyambedu, Chennai",Jan 2017,Comprehensive,Petrol,"38,000 Kms",Chennai,First Owner
2019 Volkswagen Ameo 1.0 MPI Trendline,₹5.01 Lakh,"Airport, Chennai",Jan 2020,Comprehensive,Petrol,"45,817 Kms",Sivaganga,First Owner
2023 Renault KWID 1.0 RXT AMT,₹5.53 Lakh,"Ganapathipuram, Chennai",Jul 2023,Comprehensive,Petrol,"26,189 Kms",Poonamallee,First Owner
2019 Hyundai Verna VTVT 1.4 E,₹7.65 Lakh,"Kovilambakkam, Chennai",Jun 2019,Comprehensive,Petrol,"69,000 Kms",Poonamallee,First Owner
2019 Maruti Alto 800 VXI,₹3.46 Lakh,"Vadapalani, Chennai",Jun 2019,Comprehensive,Petrol,"27,368 Kms",Jaipur,First Owner
2021 Mercedes-Benz E-Class Exclusive E 220d BSVI,₹52 Lakh,"Kottivakkam, Chennai",Mar 2021,Comprehensive,Diesel,"54,000 Kms",Chennai,First Owner
2019 Hyundai Creta 1.6 CRDi SX,₹10.50 Lakh,Chennai,2019,Expired,Diesel,"70,000 Kms",Chennai,First Owner
2020 Tata Tiago XE BSVI,₹4.40 Lakh,"Ganapathipuram, Chennai",Dec 2020,Expired,Petrol,"27,372 Kms",Chennai,First Owner
2022 Jeep Compass Model S Diesel BSVI,₹20.50 Lakh,Chennai,2022,Expired,Diesel,"90,000 Kms",Pondicherry,First Owner
2023 Maruti FRONX Delta Plus,₹8.90 Lakh,"Medavakkam, Chennai",Dec 2023,Comprehensive,Petrol,"24,000 Kms",Chennai,First Owner
2022 Jeep Compass Model S Diesel BSVI,₹22 Lakh,Chennai,2022,Expired,Diesel,"30,000 Kms",Chennai,First Owner
2019 Maruti Vitara Brezza ZDi AMT,₹8.50 Lakh,"Ashoknagar, Chennai",Mar 2019,Comprehensive,Diesel,"90,000 Kms",Chennai,First Owner
2022 Skoda Kushaq 1.5 TSI Style 4 Airbags DSG,₹12.50 Lakh,"Paltra, Gurgaon",Jan 2023,Expired,Petrol,"36,500 Kms",Pimpri chinchwad,First Owner
2018 Maruti Ignis 1.2 Sigma BSIV,₹4.55 Lakh,"Chromepet, Chennai",Jul 2018,Comprehensive,Petrol,"34,039 Kms",Chennai,First Owner
2022 Skoda Kushaq 1.0 TSI Ambition BSVI,₹11.43 Lakh,"Thygaraya Nagar, Chennai",Apr 2022,Zero Dep,Petrol,"24,841 Kms",Chennai,First Owner
2021 Maruti Swift LXI,₹5.47 Lakh,"Anna Nagar, Chennai",Oct 2021,Comprehensive,Petrol,"90,273 Kms",Chennai,First Owner
2019 Hyundai Venue SX Plus Turbo DCT BSIV,₹8.50 Lakh,"Anna Nagar West Extension, Chennai",Jul 2019,Comprehensive,Petrol,"69,000 Kms",Chennai,First Owner
2022 Hyundai i20 Asta Opt IVT,₹9.75 Lakh,"Anna Nagar, Chennai",Aug 2022,Comprehensive,Petrol,"7,000 Kms",Chennai,First Owner
2022 Kia Sonet HTX Diesel Anniversary Edition,₹9.85 Lakh,"Thiruverkadu, Chennai",Mar 2022,Zero Dep,Diesel,"36,057 Kms",Chennai,First Owner
2022 Nissan Magnite Turbo CVT XV BSVI,₹8.13 Lakh,"Ganapathipuram, Chennai",Mar 2022,Comprehensive,Petrol,"15,624 Kms",Chennai,First Owner
2019 Hyundai Venue SX Plus Turbo DCT BSIV,₹7.69 Lakh,"Thiruverkadu, Chennai",Jul 2019,Expired,Petrol,"65,321 Kms",Chennai,First Owner
2023 Renault Kiger RXZ Turbo CVT,₹7.99 Lakh,"Vadapalani, Chennai",Apr 2023,Comprehensive,Petrol,"23,868 Kms",Poonamallee,First Owner
2016 Maruti Celerio ZXI AT,₹4.50 Lakh,"Ashoknagar, Chennai",Oct 2016,Comprehensive,Petrol,"40,000 Kms",Chennai,First Owner
2014 Honda City i VTEC CVT SV,₹5.85 Lakh,"Chromepet, Chennai",Jun 2014,Comprehensive,Petrol,"80,206 Kms",Chennai,First Owner
2017 Hyundai i20 Asta 1.4 CRDi,₹5.43 Lakh,"Vadapalani, Chennai",Dec 2017,Expired,Diesel,"88,940 Kms",Chennai,Second Owner
2019 Honda City ZX CVT,₹9.75 Lakh,"Thygaraya Nagar, Chennai",Dec 2019,Comprehensive,Petrol,"39,000 Kms",Chennai,First Owner
2008 Chevrolet Aveo U-VA 1.2,₹90 Thousand,Chennai,2008,Expired,Petrol,"40,000 Kms",Chennai,Third Owner
2021 Hyundai Venue SX Turbo iMT,₹8.58 Lakh,"Vadapalani, Chennai",Mar 2021,Comprehensive,Petrol,"43,414 Kms",Poonamallee,First Owner
2019 Hyundai Venue SX Plus Turbo DCT BSIV,₹7.50 Lakh,"Thygaraya Nagar, Chennai",Nov 2019,Comprehensive,Petrol,"28,000 Kms",Chennai,Third Owner
2016 Hyundai Grand i10 Asta Option AT,₹4.47 Lakh,"Vadapalani, Chennai",Aug 2016,Comprehensive,Petrol,"33,014 Kms",Chennai,Second Owner
2008 Hyundai i10 Magna 1.2,₹1.91 Lakh,"Thygaraya Nagar, Chennai",Nov 2008,Comprehensive,Petrol,"84,521 Kms",Chennai,Second Owner
2023 Renault KWID 1.0 AMT RXT,₹5 Lakh,"Vadapalani, Chennai",Sept 2023,Comprehensive,Petrol,"13,553 Kms",Vellore,First Owner
2012 Hyundai i20 Asta 1.4 CRDi,₹3.47 Lakh,"Vadapalani, Chennai",Feb 2012,Comprehensive,Diesel,"1,36,096 Kms",Chennai,First Owner
2023 Tata Tigor XZA Plus Leatherette Pack AMT,₹7.50 Lakh,Chennai,2023,Expired,Petrol,"8,000 Kms",,First Owner
2014 Mahindra XUV500 W6 2WD,₹6.50 Lakh,Chennai,2014,Expired,Diesel,"1,50,000 Kms",Chennai,Third Owner
2019 Hyundai Santro Asta BSIV,₹4.25 Lakh,"Vadapalani, Chennai",Mar 2020,Expired,Petrol,"58,314 Kms",Chennai,First Owner
2020 Maruti Ignis 1.2 AMT Alpha BSIV,₹5.40 Lakh,"Ganapathipuram, Chennai",Sept 2020,Comprehensive,Petrol,"77,077 Kms",Poonamallee,First Owner
2011 BMW X5 xDrive 30d,₹13.50 Lakh,"Ashoknagar, Chennai",Mar 2012,Comprehensive,Diesel,"1,70,000 Kms",Pondicherry,First Owner
2011 Toyota Etios G,₹3.75 Lakh,"Kovilambakkam, Chennai",Jun 2011,Comprehensive,Petrol,"65,000 Kms",Chennai,First Owner
2014 Honda City i VTEC V,₹4.75 Lakh,"Meenambakkam, Chennai",Apr 2014,Comprehensive,Petrol,"1,32,627 Kms",Chennai,Second Owner
2021 Honda Jazz ZX,₹7.78 Lakh,"Airport, Chennai",Jan 2021,Comprehensive,Petrol,"29,662 Kms",Chennai,First Owner
2022 Mahindra XUV700 AX5 7 Str Diesel AT,₹17.46 Lakh,"Airport, Chennai",Oct 2022,Comprehensive,Diesel,"29,569 Kms",Chennai,First Owner
2006 Maruti Alto 800 LXi BSIII,₹90 Thousand,Chennai,2006,Expired,Petrol,"1,20,000 Kms",Pondicherry,Fourth Owner
2019 Mercedes-Benz GLS 350d 4MATIC,₹66 Lakh,"Thygaraya Nagar, Chennai",Jun 2019,Comprehensive,Diesel,"85,000 Kms",Chennai,First Owner
2021 Tata Nexon XZ Plus (O) Diesel,₹8.40 Lakh,"Vadapalani, Chennai",Aug 2021,Comprehensive,Diesel,"71,348 Kms",Chennai,Second Owner
2017 Honda Brio 1.2 S MT,₹4.15 Lakh,"Chromepet, Chennai",Jun 2017,Comprehensive,Petrol,"66,295 Kms",Chennai,First Owner
2014 Mercedes-Benz C-Class C 200 CGI Avantgarde,₹11.90 Lakh,"Paltra, Gurgaon",Mar 2014,Expired,Petrol,"75,000 Kms",New Delhi,First Owner
2019 Hyundai Verna VTVT 1.6 AT SX Plus,₹7.66 Lakh,"Ganapathipuram, Chennai",Mar 2019,Zero Dep,Petrol,"70,168 Kms",Chennai,Second Owner
2017 Jaguar XF 2.0 Diesel Portfolio,₹35 Lakh,"Ashoknagar, Chennai",Apr 2018,Comprehensive,Diesel,"32,000 Kms",Pondicherry,First Owner
2014 Hyundai Santa Fe 2WD AT,₹12.50 Lakh,"Kottivakkam, Chennai",Mar 2014,Comprehensive,Diesel,"1,85,000 Kms",Chennai,Second Owner
2021 Renault KWID Climber 1.0 AMT Opt,₹4.29 Lakh,"Ganapathipuram, Chennai",Jul 2021,Comprehensive,Petrol,"51,616 Kms",Chennai,First Owner
2022 Tata Tiago XTA AMT,₹5.91 Lakh,"Vadapalani, Chennai",Oct 2022,Comprehensive,Petrol,"16,745 Kms",Ranipet,First Owner
2020 Kia Seltos HTE Diesel,₹7.75 Lakh,Chennai,2020,Expired,Diesel,"70,000 Kms",Chennai,First Owner
2019 Ford Endeavour 3.2 Titanium AT 4X4,₹33.90 Lakh,"West Saidapet, Chennai",Sept 2019,Expired,Diesel,"22,000 Kms",Chennai,First Owner
2017 Honda City ZX MT,₹7.89 Lakh,"Vadapalani, Chennai",May 2017,Comprehensive,Petrol,"67,233 Kms",Chennai,First Owner
2019 Hyundai Venue SX Plus Turbo DCT BSIV,₹8.20 Lakh,"Thiruverkadu, Chennai",Jul 2019,Comprehensive,Petrol,"37,739 Kms",Chennai,First Owner
2017 Maruti Wagon R AMT VXI,₹3.78 Lakh,"Ganapathipuram, Chennai",Jul 2017,Third Party,Petrol,"40,865 Kms",Chennai,Second Owner
2018 Mercedes-Benz GLC 220d 4MATIC Style,₹28.50 Lakh,"Paltra, Gurgaon",Mar 2018,Expired,Diesel,"39,000 Kms",Gurgaon,Second Owner
2015 Nissan Micra XV,₹3.75 Lakh,"Vadapalani, Chennai",Jul 2015,Comprehensive,Petrol,"93,341 Kms",Chennai,First Owner
2016 Mahindra XUV300 W8 BSVI,₹4.05 Lakh,"MEENAMBAKKAM, Chennai",Apr 2016,Comprehensive,Petrol,"1,28,398 Kms",Chennai,First Owner
2012 Honda City E,₹5 Lakh,Chennai,2012,Expired,Petrol,"71,000 Kms",,First Owner
2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹4.20 Lakh,"Vadapalani, Chennai",Nov 2019,Zero Dep,Petrol,"88,296 Kms",Poonamallee,First Owner
2019 Hyundai Creta 1.6 SX Dual Tone,₹9.60 Lakh,"Thygaraya Nagar, Chennai",Sept 2019,Comprehensive,Petrol,"19,000 Kms",Chennai,Second Owner
2014 Hyundai Santro GLS I - Euro I,₹2.60 Lakh,"Meenambakkam, Chennai",Jul 2014,Comprehensive,Petrol,"96,386 Kms",Chennai,First Owner
2013 Nissan Micra XV CVT,₹2.69 Lakh,Chennai,2013,Expired,Petrol,"90,000 Kms",red hills,First Owner
2021 Maruti Dzire ZXI Plus,₹7.32 Lakh,"Vadapalani, Chennai",Sept 2021,Comprehensive,Petrol,"49,802 Kms",Chennai,First Owner
2015 Hyundai Verna 1.6 CRDi SX,₹6.45 Lakh,"Anna Nagar, Chennai",Aug 2015,Comprehensive,Diesel,"56,000 Kms",Chennai,First Owner
2015 Honda Jazz S,₹4.80 Lakh,"Meenambakkam, Chennai",Jul 2015,Comprehensive,Petrol,"46,985 Kms",Chennai,First Owner
2016 Volkswagen Ameo 1.5 TDI Comfortline,₹6.05 Lakh,"MEENAMBAKKAM, Chennai",Nov 2016,Comprehensive,Diesel,"63,162 Kms",Ranipet,First Owner
2020 Mercedes-Benz C-Class Progressive C 220d,₹33 Lakh,Chennai,2020,Expired,Diesel,"60,000 Kms",Chennai,Second Owner
2023 Audi Q7 Premium Plus,₹76 Lakh,"Paltra, Gurgaon",Jan 2024,Expired,Petrol,"9,900 Kms",Gurgaon,First Owner
2022 Mahindra XUV300 W8 Diesel Sunroof BSVI,₹9.98 Lakh,"Vadapalani, Chennai",Jun 2022,Comprehensive,Diesel,"49,338 Kms",Poonamallee,First Owner
2019 Hyundai Grand i10 Nios Asta,₹6 Lakh,Chennai,2019,Expired,Petrol,"70,000 Kms",Chennai,First Owner
2010 Hyundai i10 Sportz 1.2 AT,₹2.60 Lakh,"Thygaraya Nagar, Chennai",May 2010,Expired,Petrol,"70,819 Kms",Chennai,Second Owner
2020 Tata Tigor XZ BSVI,₹4.55 Lakh,"Koyambedu, Chennai",Nov 2020,Expired,Petrol,"68,000 Kms",Chennai,Second Owner
2018 Hyundai i20 Asta,₹5.78 Lakh,"Vadapalani, Chennai",Jul 2018,Comprehensive,Petrol,"82,085 Kms",Cuddalore,Second Owner
2007 Chevrolet Spark 1.0 LT,₹89 Thousand,Chennai,2007,Expired,Petrol,"80,000 Kms",,Fourth Owner
2022 Mahindra Thar LX 4WD Hard Top BSVI,₹14.20 Lakh,"Vadapalani, Chennai",Feb 2022,Third Party,Petrol,"5,671 Kms",Chennai,First Owner
2017 Audi Q7 40 TFSI Quattro,₹38.50 Lakh,"Paltra, Gurgaon",Dec 2017,Expired,Petrol,"59,600 Kms",Indore,Second Owner
2020 Honda Amaze S Petrol,₹6.60 Lakh,"Meenambakkam, Chennai",Dec 2020,Expired,Petrol,"43,607 Kms",Chennai,First Owner
2009 Mercedes-Benz S-Class 320 CDI,₹12.50 Lakh,"Kottivakkam, Chennai",Aug 2009,Comprehensive,Diesel,"56,000 Kms",Chennai,Fourth Owner
2015 Maruti Alto 800 LXi,₹2.78 Lakh,"Vadapalani, Chennai",Sept 2015,Expired,Petrol,"53,692 Kms",Chennai,First Owner
2020 Renault KWID 1.0 RXT Opt BSIV,₹4.40 Lakh,"Medavakkam, Chennai",Nov 2020,Comprehensive,Petrol,"32,000 Kms",Chennai,First Owner
2019 Honda City i-VTEC ZX,₹7.84 Lakh,"Thiruverkadu, Chennai",Aug 2019,Expired,Petrol,"59,853 Kms",Poonamallee,First Owner
2019 Honda City i-VTEC CVT ZX,₹8.52 Lakh,"Ganapathipuram, Chennai",May 2019,Comprehensive,Petrol,"53,120 Kms",Chennai,First Owner
2014 Hyundai i20 Asta 1.2,₹3.75 Lakh,"Kovilambakkam, Chennai",Apr 2014,Comprehensive,Petrol,"79,000 Kms",Chennai,Second Owner
2023 Audi Q5 Technology,₹49.50 Lakh,"Paltra, Gurgaon",Mar 2023,Expired,Petrol,"26,900 Kms",HR98,First Owner
2013 Honda Amaze VX i-VTEC,₹3.84 Lakh,"Vadapalani, Chennai",Dec 2013,Comprehensive,Petrol,"1,23,564 Kms",Chennai,First Owner
2021 BMW X1 sDrive20d xLine,₹33.75 Lakh,"Thygaraya Nagar, Chennai",Jul 2021,Comprehensive,Diesel,"46,000 Kms",Chennai,First Owner
2018 Maruti Alto K10 VXI AGS Optional,₹3.47 Lakh,"Vadapalani, Chennai",Jan 2019,Comprehensive,Petrol,"49,118 Kms",Chennai,First Owner
2024 Kia Carens Luxury Plus Diesel,₹20.90 Lakh,"Medavakkam, Chennai",Jul 2024,Comprehensive,Diesel,"15,000 Kms",Chennai,First Owner
2022 MG Gloster Savvy 4x4 6Str,₹38.75 Lakh,"Thygaraya Nagar, Chennai",Oct 2022,Comprehensive,Diesel,"4,000 Kms",Chennai,First Owner
